Объект;Название ОИ;ДЦ источник;№ОИ;UID;ДЦ получатель;№ОИ;UID;Комментарии;передача в ИА
ПС 220 кВ Кинельская;СамЭС U220 Кинельская;Самарское РДУ;849;cfbe44c5-1937-4932-ad59-0523f9ebcb25;ОДУ Средней Волги;772;f12bf994-16bb-406d-819c-a9117c48e725;Несоответсвие привязки в ИМ;True
ПС 220 кВ Головная;СамЭС U220 Головная;Самарское РДУ;916;0dbf14f3-0ae1-4ad1-8377-0bb09ca6d162;ОДУ Средней Волги;776;300f8e91-f189-4486-a5b2-af25dd8fd3ff;Несоответсвие привязки в ИМ;True
ТЭЦ Саранская ТЭЦ-2;МЭС Генерация Саранской ТЭЦ-2;Пензенское РДУ;281;70faf165-7c26-4aaf-a706-a93aefa5c51f;ОДУ Средней Волги;801;b8b94a1a-6dbb-4f3b-97d4-1f4d55d5edeb;Несоответсвие привязки в ИМ;True
ПС 220 кВ Пенза-1;ПЭС U220 Пенза - 1;Пензенское РДУ;3600;a47f665f-2f38-46c4-90bf-6c2458216728;ОДУ Средней Волги;868;a0c59f60-c8ef-47c1-9d61-a52d8cb3b629;Несоответсвие привязки в ИМ;True
ТЭЦ Пензенская ТЭЦ-1;ПЭС Генерация Пензенской ТЭЦ-1;Пензенское РДУ;874;3c0b6fd4-59d2-41c9-b650-02a36af9d349;ОДУ Средней Волги;870;eef49689-ae37-47e3-ab9e-60f4564dfdc5;Несоответсвие привязки в ИМ;True
ПС 220 кВ Сердобск;ПЭС U220 Сердобск;Пензенское РДУ;5488;6adbcac7-02a6-4bb6-a63b-ee446205fcba;ОДУ Средней Волги;877;2e9c752f-1bd4-4811-813f-d15cf3d462e7;Несоответсвие привязки в ИМ;True
ПС 500 кВ Пенза-2;ПС 500 кВ Пенза-2 U110;Пензенское РДУ;5437;3ef46672-1a76-46d1-b5c4-f3c19c94b329;ОДУ Средней Волги;891;d07c8d0f-68b1-406a-938d-746048a9fc22;Несоответсвие привязки в ИМ;False
ТЭЦ Энгельсская ТЭЦ-3;СЭС Генерация Энгельская ТЭЦ-3 SP;Саратовское РДУ;352;37ce205a-9945-431d-b85c-67bdaeefc9df;ОДУ Средней Волги;921;0121702a-4a1b-435b-b9c6-4bb67bfe9b60;Несоответсвие привязки в ИМ;True
ТЭЦ Балаковская ТЭЦ-4;СЭС Генерация Балаковской ТЭЦ-4 SP;Саратовское РДУ;414;292b511b-c5d2-4025-aeac-e26081f39e84;ОДУ Средней Волги;922;93c78248-9902-4527-86cc-bd06311e85ce;Несоответсвие привязки в ИМ;True
ТЭЦ Саратовская ТЭЦ-5;СЭС Генерация Саратовской ТЭЦ-5 SP;Саратовское РДУ;447;8e477a2a-3123-42f4-8ece-82be5d875b32;ОДУ Средней Волги;923;aa6b7b7c-625e-4d52-a24e-088358fe213d;Несоответсвие привязки в ИМ;True
ПС 220 кВ Хопер;СЭС P220 Хопер АТ-2;Саратовское РДУ;1229;69fe53bd-c6cf-425f-9b66-d55056e5fa9e;ОДУ Средней Волги;936;a85b2b90-052d-4f7f-8d40-dbeea02decc2;Несоответсвие привязки в ИМ;True
ПС 220 кВ Хопер;СЭС Q220 Хопер АТ-2;Саратовское РДУ;1231;f8457326-325d-4c67-834c-682d4780ff9c;ОДУ Средней Волги;937;fd8f1b70-3750-4ee4-8e26-dc8e6a0955e9;Несоответсвие привязки в ИМ;True
ПС 220 кВ Зеленодольская;ТЭС P220 Зеленодольская - Помары;РДУ Татарстана;1721;c6ceca0e-e92c-4915-83fe-a3e96186c62d;ОДУ Средней Волги;993;2af001e8-418d-4560-a888-1357a823da56;Несоответсвие привязки в ИМ;True
ПС 220 кВ Зеленодольская;ТЭС P Зеленодольская АТ - 1 220/110;РДУ Татарстана;1744;2537c4d0-3f97-4c73-99e7-ca08e9834f3a;ОДУ Средней Волги;995;d2d492cc-562c-4dcd-ad45-e82c6b4f5b7f;Несоответсвие привязки в ИМ;True
ПС 110 кВ Алатырь;ЧЭС U110 Алатырь;Нижегородское РДУ;22349;37aede15-694c-4e65-b6e2-8e5207159959;ОДУ Средней Волги;1037;86fa567f-98bc-4b37-81c3-a83de5d7ccc9;Несоответсвие привязки в ИМ;True
ПС 110 кВ Каргали;ТЭС Каргали Q 110 Билярск;РДУ Татарстана;177;3a74c2ef-f600-449e-b5d4-9a9065d627c0;ОДУ Средней Волги;6759;a1b61fb6-238b-479d-8d14-2619261b56a9;Несоответсвие привязки в ИМ;False
ПС 110 кВ Каргали;ТЭС Каргали Q 110 Архангельск - 1 цепь;РДУ Татарстана;189;ddb45068-7e0f-4558-9fe1-29a65485810e;ОДУ Средней Волги;6769;d547338c-8953-4ea7-bf47-0a916c6248c2;Несоответсвие привязки в ИМ;False
ПС 220 кВ Кр.Яр;СЭС Кр.Яр - ПодлесноеQ 220;Саратовское РДУ;11260;428c70c3-ed08-4dab-be22-fb8ffe9d350a;ОДУ Средней Волги;3695;f9cdc78b-89f7-4655-bab2-1d63ae54e9b1;Несоответсвие привязки в ИМ;False
ПС 110 кВ Каргали;ТЭС Каргали P 110 Муслюмкино;РДУ Татарстана;173;f6f4dda8-1178-4fbb-8c5c-6551593a91dd;ОДУ Средней Волги;6756;1bbc3003-bcbf-4563-b671-6d2cfbe526d4;Несоответсвие привязки в ИМ;False
ПС 220 кВ Саратовская;ПС 220 кВ Саратовская 2 СШ 110 Uca(нов);Саратовское РДУ;13927;d8b1679d-2083-467a-a3f5-e332cdc62f59;ОДУ Средней Волги;8907;d8e8ba23-de12-4b87-9b24-a0d02298f3b4;Несоответсвие привязки в ИМ;False
ПС 220 кВ Черемшанская;УЭС U110 Черемшанская;Самарское РДУ;23766;8acf9ba0-29c0-48dc-bd8e-b7b00d1a3148;ОДУ Средней Волги;1098;469f92e7-dc98-4daf-b941-d8a6dcca2987;Несоответсвие привязки в ИМ;True
ПС 220 кВ Чигашево;МАЭС U110 Чигашево;Нижегородское РДУ;2691;8680b1e6-9fd4-41f7-98b0-97166bba9261;ОДУ Средней Волги;1147;33711986-c78a-49b3-9282-9ba6eb081418;Несоответсвие привязки в ИМ;True
ПС 220 кВ Волжская;МАЭС P Волжская АТ 1 220/110*;Нижегородское РДУ;21823;d9d3d333-9f5e-4885-9d7b-0dd4efea6033;ОДУ Средней Волги;1153;a621f2ed-56ce-4c91-ab4c-a2d263f69d3c;Несоответсвие привязки в ИМ;True
ПС 220 кВ Волжская;МАЭС Q Волжская АТ 1 220/110*;Нижегородское РДУ;21829;fba9b1b2-2e8f-4c48-8b6e-172e558bc5c9;ОДУ Средней Волги;1156;d44cd20a-0c88-4e8b-a8d2-ec2841fefc90;Несоответсвие привязки в ИМ;True
ПС 110 кВ Каргали;ТЭС Каргали P 110 Архангельск - 1 цепь;РДУ Татарстана;188;19e72fd2-70eb-484b-a11e-e5aa22165c0a;ОДУ Средней Волги;6768;7e3712fe-ad5f-4a3c-a898-535d25e03d32;Несоответсвие привязки в ИМ;False
ПС 110 кВ Каргали;ТЭС Каргали Q 110 Архангельск - 2 цепь;РДУ Татарстана;192;e199e9ef-50a7-4f89-acb1-5bec9bc01fab;ОДУ Средней Волги;6771;43b8c1db-2f5b-49dd-8389-9d8c15819ad7;Несоответсвие привязки в ИМ;False
ПС 500 кВ Помары;Помары 2 СШ 500 Uср (НЭС);Нижегородское РДУ;34941;76ee38b9-0b24-42fe-a095-cfb386b4d4d6;ОДУ Средней Волги;1179;3f32a8fc-0fc2-4827-a8ff-67075b416d2a;Несоответсвие привязки в ИМ;False
ПС 110 кВ Майдан;НЭС Р110 Майдан - Ядрин2;Нижегородское РДУ;15455;9917568c-19d7-41d6-a2ab-cae82503e43b;ОДУ Средней Волги;1255;e1bb1241-582d-4529-98c2-8716e54c9e19;Несоответсвие привязки в ИМ;False
ПС 110 кВ Майдан;НЭС Р110 Майдан - Ядрин1;Нижегородское РДУ;15459;e1bb1241-582d-4529-98c2-8716e54c9e19;ОДУ Средней Волги;1256;9917568c-19d7-41d6-a2ab-cae82503e43b;Несоответсвие привязки в ИМ;False
ПС 500 кВ Осиновка;НЭС U500 Осиновка;ОДУ Средней Волги;1394;91838a66-3e8b-4486-9bdb-51f6c4766772;РДУ Татарстана;4815;74493dfa-5f3f-4289-83a9-d8b5fb0daff0;Несоответсвие привязки в ИМ;False
ПС 220 кВ Письмянка;ТЭС U220 Письмянка;РДУ Татарстана;231;4290b800-13e3-4050-90d9-3a8986fdf250;ОДУ Средней Волги;1448;55b01ac5-06b5-4b7a-a841-3878c4906947;Несоответсвие привязки в ИМ;True
ПС 220 кВ Горный;СЭС Р220 Горный - БАЭС;Саратовское РДУ;913;c7e0c9d6-8870-4de7-8d53-19dc644e4588;ОДУ Средней Волги;1454;c9381d5f-1d63-4abf-928e-bdf67ec6124d;Несоответсвие привязки в ИМ;True
ПС 220 кВ Левобережная;ПС Левобережная 2 СШ ТН-2-220 Uав;Самарское РДУ;18684;034f4ddb-fb0f-4198-994d-bd39172af348;ОДУ Средней Волги;1529;2d802a70-a27f-47c9-ae1a-3f538d3b2965;Несоответсвие привязки в ИМ;True
ПС 220 кВ Васильевская;СамЭС Васильевская U220;Самарское РДУ;1057;91f00be4-2c33-4062-a07a-c70faa8c25b6;ОДУ Средней Волги;1534;33da4e54-149d-4346-9c47-0552e3b7c8eb;Несоответсвие привязки в ИМ;False
ПС 220 кВ Кировская;СамЭС Кировская U220;Самарское РДУ;432;d25f6b12-89c7-4b40-aaf4-9a9fd1be1201;ОДУ Средней Волги;1539;f59e8e73-e8f6-499a-b615-5d3ee3e939eb;Несоответсвие привязки в ИМ;True
ПС 220 кВ Серноводская;Серноводская ВЛ-110 СЕРГИЕВСК Q;Самарское РДУ;25151;0a80c80d-eb21-4070-bbf5-17ee2996c533;ОДУ Средней Волги;4321;66b42c05-3907-4d14-9b15-3cb12f7a0d7f;Несоответсвие привязки в ИМ;False
ПС 110 кВ Каргали;ТЭС Каргали P 110 Билярск;РДУ Татарстана;176;779c9362-aa43-4d69-85ce-6135efc785d4;ОДУ Средней Волги;6758;087229c0-6624-4729-9a2c-1d117a7b06b7;Несоответсвие привязки в ИМ;False
ТЭЦ Энгельсская ТЭЦ-3;СЭС Генерация Энгельская ТЭЦ-3 SQ;Саратовское РДУ;359;58ecaae0-2a43-450d-97c8-f8f963076121;ОДУ Средней Волги;1751;ebf865cc-ff6d-4e51-a563-ab23072f6198;Несоответсвие привязки в ИМ;True
ТЭЦ Балаковская ТЭЦ-4;СЭС Генерация Балаковской ТЭЦ-4 SQ;Саратовское РДУ;424;100e10df-012c-43ee-b47a-465b3c04a226;ОДУ Средней Волги;1752;27b1f7c2-d25f-4998-bf4e-5b94834e7ffc;Несоответсвие привязки в ИМ;True
ТЭЦ Саратовская ТЭЦ-5;СЭС Генерация Саратовской ТЭЦ-5 SQ;Саратовское РДУ;453;e958c5fa-cdf1-46e1-9617-eef3e174294a;ОДУ Средней Волги;1753;a84edb15-68d8-408d-b538-495d6e6c2bce;Несоответсвие привязки в ИМ;True
РДУ Татарстана;Напряжение в узле 220 кВ 4 с [ПС Танеко 220];РДУ Татарстана;21090;e926b546-6579-40d4-9ff9-794228f760c4;ОДУ Средней Волги;21068;af406118-a96b-48d5-9296-ea85d44ad818;Несоответсвие привязки в ИМ;False
ПС 220 кВ Серноводская;Серноводская ВЛ-110 СЕРГИЕВСК P;Самарское РДУ;25150;3624b24d-c14b-4f2f-ab2e-7ec2e9fed175;ОДУ Средней Волги;4320;45047c31-1742-4878-b4af-2ab143a075e3;Несоответсвие привязки в ИМ;False
ПС 110 кВ Каргали;ТЭС Каргали P 110 Архангельск - 2 цепь;РДУ Татарстана;191;92a0a814-c1b2-4e7f-adef-a2078d852b64;ОДУ Средней Волги;6770;929e851c-60e0-41a8-b2a7-6ccc438bec60;Несоответсвие привязки в ИМ;False
ПС 220 кВ Кр.Яр;СЭС Р220 Кр.Яр - Подлесное;Саратовское РДУ;11259;3d79b689-1e90-46bc-a646-8e3e8a7f8524;ОДУ Средней Волги;3403;d240faac-8b85-45f4-8a02-bc63a00f376c;Несоответсвие привязки в ИМ;True
ПС 110 кВ Каргали;ТЭС Каргали Q 110 Муслюмкино;РДУ Татарстана;174;c5c70e29-0b99-434a-a681-e2a02bf674ae;ОДУ Средней Волги;6757;16d05ee9-afc0-4bcc-b7f5-86e8ba0b0d15;Несоответсвие привязки в ИМ;False
ПС 220 кВ Орловская;СамЭС Орловск - Томыл. 220 Р;Самарское РДУ;24810;a5892c46-a8fc-46af-9dca-b7653971ca03;ОДУ Средней Волги;3273;b03ebf8d-141a-4756-92a6-076d96858d15;Несоответсвие привязки в ИМ;False
ПС 220 кВ Орловская;СамЭС Орловск - Томыл. 220 Q;Самарское РДУ;24811;cee03b9d-5488-4f04-aada-5f203d287a79;ОДУ Средней Волги;3274;26cc3d84-22a9-454c-aa28-51c23f4dede4;Несоответсвие привязки в ИМ;False
ПС 220 кВ Просвет;СамЭС U 220 п\ст Просвет;Самарское РДУ;323;4b3277fd-5046-4941-a84e-b6b1e1687a89;ОДУ Средней Волги;3350;312d6f23-6dde-4084-bfe8-9750ad31fcf3;Несоответсвие привязки в ИМ;False
ПС 220 кВ Просвет;СамЭС U 110 п\ст Просвет;Самарское РДУ;322;c40c7724-834a-4d53-bf0f-78f26435fd23;ОДУ Средней Волги;3351;eb265580-609d-453c-ad0b-fc2eda3cda3c;Несоответсвие привязки в ИМ;False
ПС 220 кВ Головная;СамЭС U 110 п\ст Головная;Самарское РДУ;931;02cbd7ed-37b5-45ef-b9a1-5f511a039fb8;ОДУ Средней Волги;3354;079b99c4-6275-4645-a7dd-9c4b9d334ee4;Несоответсвие привязки в ИМ;False
ПС 110 кВ Чапаевская;СамЭС U 110 п\ст Чапаевская;Самарское РДУ;3358;d6b3c54f-fb7d-4934-bfa9-64d519a85684;ОДУ Средней Волги;3355;e3664d26-ad4e-4b2f-8baf-32bdf4c84596;Несоответсвие привязки в ИМ;False
ПС 220 кВ Кинельская;СамЭС U 110 п\ст Кинельская;Самарское РДУ;846;40e53795-dd02-42e7-8fdf-4eb7305b75ec;ОДУ Средней Волги;3358;14b1b403-6267-48c7-b8e4-d41425164a6e;Несоответсвие привязки в ИМ;False
ПС 220 кВ Горный;СЭС Горный Q 220 АТ1;Саратовское РДУ;910;48c6eb0c-e788-4d02-aa12-24dc1a07076a;ОДУ Средней Волги;3407;c894c365-2b05-4048-9ec6-3aaffca757ba;Несоответсвие привязки в ИМ;True
ПС 220 кВ Горный;СЭС Горный P 220 АТ2;Саратовское РДУ;911;4d512684-795b-4ccb-8d21-2359ace5838a;ОДУ Средней Волги;3408;02661dc3-8d04-49e1-a76e-f9eb286b09c5;Несоответсвие привязки в ИМ;True
ПС 220 кВ Горный;СЭС Горный Q 220 АТ2;Саратовское РДУ;912;f6fbafd0-3971-4908-a2c8-170a46bdeb80;ОДУ Средней Волги;3409;e07ea196-0d58-47fa-af9c-a0940cf21196;Несоответсвие привязки в ИМ;True
ТЭЦ Саратовская ТЭЦ-2;СЭС Р110 Саратовская ТЭЦ-2 - Саратовская;Саратовское РДУ;325;ad39c6f7-4d30-47a9-a3c6-9de0d217236c;ОДУ Средней Волги;3427;7e5b3b35-360c-4748-9085-cb810133a4f0;Несоответсвие привязки в ИМ;False
ТЭЦ Саратовская ТЭЦ-2;СЭС Q110 Саратовская ТЭЦ-2 - Саратовская;Саратовское РДУ;326;37019ea7-32c1-447c-91d0-060593f2fa57;ОДУ Средней Волги;3428;9b53a32a-a849-4ec1-9ca9-d30d52638fbe;Несоответсвие привязки в ИМ;False
ПС 220 кВ Тойма;ТЭС U220 ТОЙМА - Нижнекамская;РДУ Татарстана;2058;a980aac4-d4de-4b48-810d-d98a88b47092;ОДУ Средней Волги;3473;d6dfa1bc-42e4-4a3e-8474-056bc5468f02;Несоответсвие привязки в ИМ;False
ПС 110 кВ Колышлей;ПЭС Q ВЛ 110 кВ Колышлей - - Сердобск(1);Пензенское РДУ;3574;5d2d49a8-41d6-46b7-b88d-2905aa1d761a;ОДУ Средней Волги;3610;40050f8d-b1b1-4c96-a6a4-56263f15271f;Несоответсвие привязки в ИМ;False
ПС 110 кВ Колышлей;ПЭС Uш 110 кВ ПС Колышлей;Пензенское РДУ;3567;e0865e5c-f25c-4c52-a0c2-918ee7875f7e;ОДУ Средней Волги;3613;1bbf3c2e-e693-48a1-80d4-f6644a199dfe;Несоответсвие привязки в ИМ;True
ПС 220 кВ Подлесное;СЭС Подлесное - Кр.Яр P 220;Саратовское РДУ;4098;010e9aa0-8810-4a57-8d54-e52162e6102e;ОДУ Средней Волги;3689;3d79b689-1e90-46bc-a646-8e3e8a7f8524;Несоответсвие привязки в ИМ;True
