Объект;ДЦ источник;Название ОИ;Категория;№ОИ;UID OI;UID PO;ДЦ получатель;Название ОИ;Категория;№ОИ;UID OI;UID PO;Комментарии;передача в ИА
ПС 500 кВ Азот;Самарское РДУ;S4245;ТС;4245;515350bc-9d4c-4ee8-8dbf-9ba371451609;19229ad6-0c6f-4c31-841c-d6031d16dc43;ОДУ Средней Волги;ОТС Азот-Серноводская;ТС;9426;9ebfb15d-730a-46c6-9e7d-ab154bae7366;7d5e98b9-645e-4221-9287-d9b21fceac12;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Азот - Черемшанская;Самарское РДУ;S3364;ТС;3364;240daf27-a0c4-4f34-87bc-f3af5855ce0c;eb46e7c1-75a5-4b7e-b596-d207991c4240;ОДУ Средней Волги;ОТС ВЛ 220 кВ Азот – Черемшанская;ТС;2220;5d5617a9-4677-4b8b-8401-0223f65346d9;7bbab887-4168-483d-a266-8f16de50b5ac;Несоответсвие привязки в ИМ;False
ГРЭС Ириклинская ГРЭС;ОДУ Средней Волги;Ириклинская ГРЭС АТГ-5 Положение РПН;ТИ;17875;d53b8173-b9a7-4c6c-996a-498ea74fa277;bbfbdcff-a8af-4755-a562-0f359b8c16ac;Пензенское РДУ;I21389;ТИ;21389;5a18dd28-19d8-448b-aab4-47a12d47a650;9c7ba3e6-4904-4254-85f2-f63164ce60db;Несоответсвие привязки в ИМ;False
ГРЭС Ириклинская ГРЭС;ОДУ Средней Волги;Ириклинская ГРЭС АТГ-6 Положение РПН;ТИ;17874;231cdf8c-5b23-4806-a8b2-c5486f01d5ad;9c7ba3e6-4904-4254-85f2-f63164ce60db;Пензенское РДУ;I21388;ТИ;21388;01bf4af8-1a4a-4d6c-8775-6b75dacc6464;bbfbdcff-a8af-4755-a562-0f359b8c16ac;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;Самарское РДУ;S38589;ТС;38589;f939f33b-7c73-4947-a31c-4bee33922487;d242d5b4-2040-4898-884f-0c8756692cc6;ОДУ Средней Волги;ЖГЭС Неисправность выключателя В2-7ТГ;ТС;17864;67b24916-07ae-429b-85a2-8629ded79af9;db8c10c6-b07a-4acd-961d-0e02a4ce0b5c;Несоответсвие привязки в ИМ;False
ОДУ Центра;ОДУ Средней Волги;ОТС ПС 500 кВ Михайловская АТ-2;ТС;12774;96dd514a-64c4-459f-a13a-7686b7d74951;75bda734-8d9c-4491-b174-db02214fc759;Пензенское РДУ;S24643;ТС;24643;d799535f-fc41-4019-bcd0-d46c2cf000c9;e4165ff3-735d-4635-acd4-22d264b8ad8a;Несоответсвие привязки в ИМ;False
ПС 500 кВ Газовая;ОДУ Средней Волги;ОТС ПС 500 кВ Газовая АТГ2 (Урал);ТС;2100;508db2ea-77ac-4936-8b6f-f6a2fafdf62e;4cae11e1-2cea-4697-a0d7-273ea944bb4c;Самарское РДУ;S26155;ТС;26155;3b0be336-1b11-46c5-b46b-2d9cc0395d88;f27ec875-c5eb-4abf-8562-1c0aa3a17003;Несоответсвие привязки в ИМ;False
ПС 500 кВ Газовая;ОДУ Средней Волги;ОТС ПС 500 кВ Газовая АТГ2 (Урал);ТС;2100;508db2ea-77ac-4936-8b6f-f6a2fafdf62e;4cae11e1-2cea-4697-a0d7-273ea944bb4c;РДУ Татарстана;12318;ТС;12318;0b9d0996-3597-47f7-8dd6-419dfda7e0e9;dbe6e5fc-234e-492d-b4e8-6e23e5e96b54;Несоответсвие привязки в ИМ;False
ПС 500 кВ Газовая;ОДУ Средней Волги;ОТС ПС 500 кВ Газовая АТГ1 (Урал);ТС;2351;98b95e43-a854-4524-9da3-8aa8c59869ee;7251221a-1ff2-47cc-b04c-f8f08db2b5a3;Самарское РДУ;S33299;ТС;33299;a5015429-9e32-4b50-8cdf-b7cb3abd3ab2;9736dd75-f606-4e15-b4cf-03cea663d240;Несоответсвие привязки в ИМ;False
ПС 500 кВ Преображенская;ОДУ Средней Волги;ОТС АТГ-1 ПС 500 кВ Преображенская;ТС;18022;a55706a1-4a91-496c-ba19-1c7572ecf189;152a0a3b-a220-4bf5-81d5-9511f8c3fb17;Самарское РДУ;S42901;ТС;42901;8e0f30c1-f0de-4d34-be79-fb4eaf701e1d;8d7d62d3-2dd8-44a3-af23-3bb2f49766aa;Несоответсвие привязки в ИМ;False
ПС 500 кВ Липецкая;ОДУ Средней Волги;положение РПН АТ-1 (ПС 500 кВ Липецкая);ТИ;21048;b678ba0d-7e86-4b92-b20f-2ee416204036;800ab0c9-c448-4623-b1ac-41ed93a8cf2a;Пензенское РДУ;I20795;ТИ;20795;22d3ebbd-ec6e-4b20-af6a-79e86275fdfc;e52dd2b4-1a96-425c-b3ea-c99fac43f47f;Несоответсвие привязки в ИМ;False
ПС 500 кВ Липецкая;ОДУ Средней Волги;положение РПН АТ-2 (ПС 500 кВ Липецкая);ТИ;21049;10bf6e6a-fa8c-4831-88b4-63c11a0628cb;e52dd2b4-1a96-425c-b3ea-c99fac43f47f;Пензенское РДУ;I20796;ТИ;20796;36801a04-8369-4944-96ab-79ed8ceff7bb;48dcd1e4-a0fc-4092-9a60-024738b42743;Несоответсвие привязки в ИМ;False
ПС 500 кВ Липецкая;ОДУ Средней Волги;положение РПН АТ-3 (ПС 500 кВ Липецкая);ТИ;21047;32b566f5-09d1-4a21-9629-d1d33f1f1da3;48dcd1e4-a0fc-4092-9a60-024738b42743;Пензенское РДУ;I20794;ТИ;20794;791c3388-6584-45e7-b971-da55be985e8e;800ab0c9-c448-4623-b1ac-41ed93a8cf2a;Несоответсвие привязки в ИМ;False
ПС 110 кВ Вад;Пензенское РДУ;S19257;ТС;19257;9a64d5db-02f1-4a61-bb6e-29874ebfa212;1615ecf3-01de-4801-8f79-828c2c1a09b2;ОДУ Средней Волги;ОТС ВЛ 110 кВ Вад - Свобода;ТС;2307;a1935ff6-f446-4f11-b0d7-7ce7e8ff33ed;0f704aa2-7291-4f5f-aef5-b74dc1270737;Несоответсвие привязки в ИМ;False
РДУ Самарское;Самарское РДУ;S9420;ТС;9420;4ee0b08c-be73-40c3-8ef0-b832ce06c6c0;5a56db31-f51b-4c87-812d-b1a1f1aa2246;ОДУ Средней Волги;СамЭС ОТС КВЛ 110 кВ Новокуйбышевская ТЭЦ-1 - Кряжская ;ТС;14726;4777f534-b42c-42ad-a2b5-0909f5c6b8e9;9c3700c9-ed47-4467-94c2-07e776b11794;Несоответсвие привязки в ИМ;False
РДУ Саратовское;Саратовское РДУ;S3947;ТС;3947;0430fd99-e0e2-4903-91b6-62a34603b6ef;b7839255-c276-4b25-8cc2-34f05caa410f;ОДУ Средней Волги;ОТС ВЛ 110 кВ Котоврас – Янтарная ;ТС;18093;8158c634-1462-4919-bb3d-326ca6062d4a;7a8a2ba4-8335-40c6-9511-9fbd8ebf47fe;Несоответсвие привязки в ИМ;False
РДУ Саратовское;Саратовское РДУ;S3775;ТС;3775;415e25cd-e2e5-47a3-b06c-c9dbca616508;1a5b285d-fced-4c1d-86dc-c130b509fda1;ОДУ Средней Волги;ОТС ВЛ 220 кВ Красный Яр – Пушкино;ТС;12308;d69df083-1491-43eb-aca5-635016e5766f;e1a61aea-2d2e-4d0e-aa6f-d32791505906;Несоответсвие привязки в ИМ;False
РДУ Саратовское;Саратовское РДУ;S3899;ТС;3899;c4eab9d9-7e2d-4a76-a7b7-9250b339b80d;c4ab73c3-faeb-4123-85fc-9d44ce6f7531;ОДУ Средней Волги;ОТС ВЛ 110 кВ СарТЭЦ-5 - Курдюм №1;ТС;6069;3cd0aecd-322e-4a27-b8b3-12468ffb9797;0dda9e3c-cf0e-4366-bca7-42f63b607d25;Несоответсвие привязки в ИМ;False
РДУ Саратовское;Саратовское РДУ;S3901;ТС;3901;91f5edb6-9dfa-4229-bb75-0b5c233fc616;db6fec88-11de-4df5-af26-f29ee5651d9f;ОДУ Средней Волги;ОТС ВЛ 110 кВ СарТЭЦ-5 - Курдюм №2;ТС;6070;5b437574-ce2c-4b0d-9288-d72f5c17edf3;d8759738-dd56-4345-b16f-a03a341735a7;Несоответсвие привязки в ИМ;False
ПС 220 кВ Хопер;Саратовское РДУ;S3921;ТС;3921;6083260b-3cd1-4109-8963-e6f1bee0de6e;389cd86a-0379-484a-a2f9-611734710e7d;ОДУ Средней Волги;ОТС ВЛ 110 кВ Хопер - Янтарная №1;ТС;6075;7362bbfb-1565-431f-9298-acf30ea86d83;a4e15d6e-bb71-4a24-9160-750b84e1da0d;Несоответсвие привязки в ИМ;False
РДУ Саратовское;Саратовское РДУ;S3781;ТС;3781;ce435605-959a-45d3-9d6a-8e8d8d9d42c4;6f91f09f-2622-45d4-a55e-4d872d9871d9;ОДУ Средней Волги;ОТС ВЛ 220 кВ Подлесное – Красный Яр;ТС;12309;41498552-40bc-4434-aee5-e041b694fa63;f4cdd184-5e4d-40ab-89ed-25b3d3ed7e20;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Кинельская - Уральская с отпайкой на ПС Южная;Самарское РДУ;S25371;ТС;25371;10a64313-eae6-49a5-acd6-708fe8dfc941;62491a37-4535-44d6-a071-a2866575855f;ОДУ Средней Волги;ОТС отп. на Южная ВЛ 220 кВ Кинельская-Уральская с отп;ТС;2599;7b078d56-b7ad-4bcd-adda-2b681ce02a3d;1ff1f5f6-2ab5-4203-a4f5-7c284bace560;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;ОДУ Средней Волги;Нижегородская ГЭС Максимум;ТС;17402;9690ca64-d226-42cc-85f0-11072a26b6c5;fbd69fdd-f9a5-4dd2-a109-976eb7e642c0;Нижегородское РДУ;S40227;ТС;40227;2564169a-7b20-40cd-877c-0a1988fb9291;fbd69fdd-f9a5-4dd2-a109-976eb7e642c0;Несоответсвие типа измерения: Фактическое значение и Оперативный предел;False
ОДУ Средней Волги;ОДУ Средней Волги;Нижегородская ГЭС Минимум;ТС;17403;961d389b-3a63-4af5-8671-e76e6b4f48d8;507813fb-82df-49e7-bd1d-7344fb461c47;Нижегородское РДУ;S40228;ТС;40228;21bb790f-d759-46be-8e04-c9c71196f8e8;507813fb-82df-49e7-bd1d-7344fb461c47;Несоответсвие типа измерения: Фактическое значение и Оперативный предел;False
ОДУ Средней Волги;ОДУ Средней Волги;Нижегородская ГЭС Блокирован;ТС;17404;08dc2825-9e74-4816-ba24-f9bc02c4e600;88428002-f4ef-44b0-9327-0b9a8c0b85f0;Нижегородское РДУ;S40229;ТС;40229;6f4f2967-5545-4e93-9de2-cbf5b370c6c9;7cf16d89-f200-49a1-baff-3c49f563fb60;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 500 кВ Звезда - Вятка;ОДУ Средней Волги;Состояние ВЛ 500 Звезда-Вятка (КПОС);ТС;2560;46c59d25-ef9a-4370-b95e-dc973f21fcad;ec8ab475-acd3-4f8c-bde9-f637d29e0511;Пензенское РДУ;S24575;ТС;24575;4b0da268-94c7-469f-9ec0-2a399611fbbd;ec8ab475-acd3-4f8c-bde9-f637d29e0511;Несоответсвие типа измерения: Фактическое значение и Контролируемое значение;False
ЛЭП ВЛ 500 кВ Южная - Трубная;ОДУ Средней Волги;Состояние ВЛ500 Трубная-Южная (КПОС);ТС;2653;617eea0b-4ace-4f45-9f6e-c36d128faba6;3ba079a1-58c5-4a20-919c-e72adf5517b0;Пензенское РДУ;S24598;ТС;24598;c877b630-f446-49ce-92f1-8341cdc7d276;3ba079a1-58c5-4a20-919c-e72adf5517b0;Несоответсвие типа измерения: Фактическое значение и Контролируемое значение;False
ЛЭП ВЛ 500 кВ Южная - Трубная;ОДУ Средней Волги;Состояние ВЛ500 Трубная-Южная (КПОС);ТС;2653;617eea0b-4ace-4f45-9f6e-c36d128faba6;3ba079a1-58c5-4a20-919c-e72adf5517b0;Самарское РДУ;S29120;ТС;29120;bffbabaa-c4c6-49b0-beab-b9f339183e92;3ba079a1-58c5-4a20-919c-e72adf5517b0;Несоответсвие типа измерения: Фактическое значение и Контролируемое значение;False
ЛЭП ВЛ 500 кВ Костромская АЭС - Звезда;ОДУ Средней Волги;Состояние ВЛ500 Костромская АЭС-Звезда (КПОС);ТС;2817;576f4fc7-9980-420e-a4c2-cc24b3f787ae;e8e73a81-a9a5-4c74-aeb0-2621950ed1d8;Пензенское РДУ;S24601;ТС;24601;edfe9d75-feab-4bdf-8ae9-1bdbe76a53ff;e8e73a81-a9a5-4c74-aeb0-2621950ed1d8;Несоответсвие типа измерения: Фактическое значение и Контролируемое значение;False
ЛЭП ВЛ 500 кВ Кармановская ГРЭС - Буйская;ОДУ Средней Волги;ОТС ВЛ 500 КармГРЭС-Буйская;ТС;6829;4f4592dc-32af-454c-88a3-354537023d24;d855a21f-1b20-48a6-8272-ba26c33d3d7b;РДУ Татарстана;S5660;ТС;5660;e77091fe-ba7f-4582-b2af-f8e80e699bfc;d855a21f-1b20-48a6-8272-ba26c33d3d7b;Несоответсвие типа измерения: Фактическое значение и Контролируемое значение;False
ЛЭП ВЛ 220 кВ Балаковская АЭС - Центральная I цепь;Саратовское РДУ;S13963;ТС;13963;b3459a3d-435e-44f7-9caf-694c56a665bb;607c03a3-d205-4464-b848-2fee69de9d46;ОДУ Средней Волги;АОПО БАЭС ВЛ 220 кВ БАЭС - Центр. Iц. 2ст. Состояние ПА;ТС;14380;5ff64f38-f9d4-4b25-9379-fdad57ea2984;c965af60-11c6-4caf-9675-b1df7bb713b9;Несоответсвие привязки в ИМ;False
ПС 220 кВ Саратовская;Саратовское РДУ;S13791;ТС;13791;5e4db5b1-6af3-4bc3-b767-4a6195e6e0ac;ff0c52b0-9415-4dff-bfeb-fba762e513f1;ОДУ Средней Волги;ПС 220 кВ Саратовская  - Неисправность ПА комплект 7;ТС;18303;049fdab3-f0f3-4894-83e5-89ae231a9adb;7de631eb-9b60-47e2-ab07-07a3f8e0340b;Несоответсвие привязки в ИМ;False
ПС 220 кВ Саратовская;Саратовское РДУ;S13796;ТС;13796;b15b20e4-fd67-4ad9-af63-ed4d6e133fe4;79a65276-390c-4dec-b964-c30d283c8e8a;ОДУ Средней Волги;ПС 220 кВ Саратовская  - Неисправность ПА комплект 8;ТС;18306;85de6350-f454-49ab-a2f1-c9e8bea7caf4;45f0cb2a-dac2-40d1-b26c-05d4133b71c1;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9844;ТС;9844;cae110fc-9ec3-4b4b-a09f-692a802ffffa;bb406dbc-1579-490a-8483-dfb3ddc84677;ОДУ Средней Волги;Работа АПВ выключателя В-1-500 Осиновка;ТС;18480;c7a1c2a7-1d66-49f2-9742-507286b18ae9;6f867d3e-16fd-4b4a-8b38-eff1337cdf10;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S35674;ТС;35674;fba73afd-52e1-481d-91f6-08380933c68c;e84582fd-1889-497d-947c-6984bbe12b96;ОДУ Средней Волги;Работа АПВ выключателя В-2-500 Осиновка;ТС;18508;9d462185-2f13-4192-8df1-e6e1ee7d5451;71f81b09-0f9a-4308-8fe7-f66a6e53c74c;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S35673;ТС;35673;994d3413-4120-4fbb-b7c7-8c19e664ca7c;5cc58e8a-26fb-4966-beda-08aebc76113b;ОДУ Средней Волги;Неисправность (неготовность) ввключателя В-2-500 Осиновка;ТС;18507;c05a9c14-0d0e-4898-82b0-ae6100618020;bea7a124-e108-4342-93c6-e6e80fb34879;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9868;ТС;9868;a125d501-f979-418d-a62d-8c8c586f611a;4879b80c-0aab-4581-a884-220c197f0018;ОДУ Средней Волги;Раб. АПВ В  ВЛ 500 кВ Арзамасская-Радуга Северная;ТС;18486;b55f64a2-a1e0-4189-8679-8c60ae17b023;1d505fd0-eb1e-4803-88c7-e6def95194ca;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9865;ТС;9865;d893080e-8758-4828-98db-13664baea7de;2a0cf7c1-d01c-4f04-b32b-952999b2cbaf;ОДУ Средней Волги;Неисправность (неготовность) выключателя В-1-500 Радуга Северная;ТС;18484;dd4074fb-f720-47a1-88fd-92d46f58c6de;60d4d9bc-0bc0-4af6-afc7-c51e49a89ef0;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S35680;ТС;35680;34906535-d257-494b-8596-fb4683834011;9a169a03-61ee-4ffa-9d58-130ee7fab28a;ОДУ Средней Волги;Работа АПВ выключателя В-2-500 Радуга Северная;ТС;18514;c784f78b-b68b-4167-a604-56413b1e02ff;74f88cc9-37d9-46ee-9bf2-49c9bdd8d822;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S35679;ТС;35679;9bd54851-8ca2-4f3f-8113-c47a551f667b;3c4c437e-0889-4dac-b46c-9e24c87e996f;ОДУ Средней Волги;Неисправность (неготовность) выключателя В-2-500 Радуга Северная;ТС;18513;b3404aa7-2ecd-4c63-805b-3bab63b056ad;a1ed1bb4-ce33-4187-9c60-6daf80b18c7a;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9860;ТС;9860;d0effea4-66a8-448a-833c-573acf4e7e3a;d18f6858-d585-472b-b250-0fa6aff121ef;ОДУ Средней Волги;Работа АПВ выключателя В-1-500 Радуга Южная;ТС;18483;593d8c21-850f-48c7-b78c-f9c0a6764f50;37ae4e93-e7b1-45be-b341-43df5ca1666f;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9857;ТС;9857;43d692f0-d4ab-4879-b82a-7da950ad2f4d;00506fe3-b19d-46f0-b570-ac2e2b0a9494;ОДУ Средней Волги;Неисправность (неготовность) выключателя В-1-500 Радуга Южная;ТС;18481;34306c40-e342-4a4e-ab9c-55cf95fd07b1;6796d8e6-d5e7-4cb4-a869-2fbe49005166;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S35676;ТС;35676;c390a703-cc79-4f44-bc5b-0baa89f7776e;de198e37-8add-4f73-94c0-7e3f732df1da;ОДУ Средней Волги;Работа АПВ выключателя В-2-500 Вешкайма;ТС;18510;9ad9f2dc-0002-47a5-be25-7257ff2cf9cc;b18c6b8f-f21f-4a24-be42-a6c9b5a6af64;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S42984;ТС;42984;cea024ed-82b3-49e8-9633-e9e142fdfef5;6fe31ea6-06cb-4c6a-b47a-646692030bf3;ОДУ Средней Волги;АОПН 1ст. На вкл. реактора Р-1 МКПА Арамасская-Вешкайма 1к;ТС;18196;f4c1d2c8-20cd-44b6-b12c-72b9bcb75d0d;c7a7e859-21f1-4487-ba90-f72050442b0b;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S42985;ТС;42985;d927a742-7e6a-4054-b9a5-8523ffcaa961;178d6468-2344-4a84-8458-477dac7c032f;ОДУ Средней Волги;АОПН 1ст. На вкл. реактора Р-2 МКПА Арамасская-Вешкайма 1к;ТС;18197;cadbc807-f724-49d1-9cf8-c7cf7c0c190a;e6ef4cfa-a960-4bf7-a76a-f2c16d507302;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S35678;ТС;35678;c7260438-57cf-4fc2-b37f-5070c952df1e;eac947ae-69cc-4790-90c1-09376a0df682;ОДУ Средней Волги;Работа АПВ выключателя В-2-500 Радуга Южная;ТС;18512;d6615e88-2268-4507-8c6d-a6c332cfa965;aefe8347-2269-4ee9-a25d-666376f050fa;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S43004;ТС;43004;9d6409c6-b3b6-46c2-acd8-3290e314006b;e736c02c-2dc0-45be-aeca-f8fe88d2ecb3;ОДУ Средней Волги;АОПН 1ст. На вкл. реактора Р-1 МКПА Арамасская-Вешкайма 2к;ТС;18216;b4e0ae10-41b9-4bdd-ad91-2a026b2dec50;a502deb6-71e2-4ac1-801a-f9bd9218946e;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S43005;ТС;43005;84af5486-27af-4582-9d68-8217ef7f7a26;14322c35-33bc-4b56-82e8-a8bffb84c307;ОДУ Средней Волги;АОПН 1ст. На вкл. реактора Р-2 МКПА Арамасская-Вешкайма 2к;ТС;18217;b60e950b-0a7a-4b91-8a02-f64aef1a3a25;1352207f-6ce2-437d-8468-d743847fa7cd;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9889;ТС;9889;6115fc66-a862-499c-9181-e6b322d5ff35;284e1854-9f3b-4464-96ce-1c19dfe65a7e;ОДУ Средней Волги;Неиспр.(негот.) В Ввод 500 кВ АТ-1 ;ТС;18491;3836ce0d-60c7-4658-81dc-238bdd9e0435;75c33c08-2ce9-41dc-8ee5-e7b4c89e3bb5;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9873;ТС;9873;ac532e9f-1b00-41ee-bf77-9d4b5725a269;68a1fb2c-d516-4521-bc76-8be7b3d21710;ОДУ Средней Волги;Неиспр.(негот.) В Р-1-500;ТС;18487;323e6c7c-3591-4e6f-9869-cf55b9f7808d;f65c8732-5667-4ae0-8542-aa3dc39df809;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9881;ТС;9881;07938a70-7a99-49b4-bbb0-4c00c5544736;2fc9b947-2aa6-415c-9aea-138d312117f5;ОДУ Средней Волги;Неиспр.(негот.) В Р-2-500;ТС;18489;ae93d1e1-39cf-4309-972a-5eefb5e1344e;50c52195-f9dd-41ad-988b-3aad9e819d0a;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9875;ТС;9875;9de13713-963c-49a4-82f1-28cf8750c33e;fba0bd97-8227-4921-88aa-8f300df456a3;ОДУ Средней Волги;Срабатывание устройств РЗА (обобщ. по осн.защ.) Р-1-500;ТС;18488;f236eb5c-e4b3-481d-8227-eb13374d62b9;6b294476-3713-4a36-b27c-8575d2c70be2;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9883;ТС;9883;cdb71cd5-d74d-4e8b-8947-f2acceb83613;4ea45623-a31f-4fcb-9a99-681194d9512d;ОДУ Средней Волги;Срабатывание устройств РЗА (обобщ. по осн.защ.) Р-2-500;ТС;18490;7a5d85ec-7bbc-4af8-8525-8e072743c6bb;37a32855-0a84-4db9-b6eb-e0251726a65c;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9852;ТС;9852;0016e567-844c-4c0c-a414-293054fa6ae5;e247746f-6940-4666-a2a5-00fc9835a7d9;ОДУ Средней Волги;Работа АПВ выключателя В-1-500 Вешкайма;ТС;18525;e84e58d2-d783-4b17-b4c8-67a9c8ce04c3;4c9f80aa-1d75-4d9c-aae7-495b573e9c03;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Нижегородское РДУ;S9841;ТС;9841;b58eca2d-48e1-4f5e-951b-bfe44ebf06e5;f92e4227-dbd3-422d-8459-219cf50c5dad;ОДУ Средней Волги;Неиспр.(негот.) В-1-500 Осиновка ВЛ 500 кВ Арзамасская-Осиновка;ТС;18478;7dab75fb-fdc8-4307-a634-14edc4a3f42a;fa3edcda-7e1b-4186-829d-e3f1ee70b4e3;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;Саратовское РДУ;S18218;ТС;18218;b4beae41-4f5b-4187-9387-083355af08dc;d55f1927-a3e7-4d13-bb23-7d46fb71788b;ОДУ Средней Волги;СарГЭС В1-Курдюм неисправность;ТС;18711;cea7ed1a-727a-40af-8169-781bae1627e6;3af2693a-0ddc-44c1-8c5e-850ccf1a6be0;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;Саратовское РДУ;S18219;ТС;18219;2df43ca1-b4d6-4258-b02f-35acc663afbc;90305b7f-ce66-485f-be11-e28d9ec3d6d7;ОДУ Средней Волги;СарГЭС В2-Курдюм неисправность;ТС;18712;6a9ff434-8de5-4440-bca4-53a6283b8410;a280fc37-4d8f-44d1-8779-3145112ef763;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;Саратовское РДУ;S18220;ТС;18220;8e2b4689-4483-4e03-b842-f6956ae4165d;b8614ef2-93c8-48c1-bec0-dfdc80246eb0;ОДУ Средней Волги;СарГЭС В1-БАЭС неисправность;ТС;18713;a50a5c84-25f0-4275-81c3-92ba24d4dc06;4126879d-5d40-4796-a026-90d6b132cc47;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;Саратовское РДУ;S18221;ТС;18221;3a160241-a7f3-450c-9029-6dadaa1888fd;26d3cac7-f849-454b-9e13-c55e82e4af89;ОДУ Средней Волги;СарГЭС В2-БАЭС неисправность;ТС;18714;8584e59b-1848-4b81-b3e4-8548f1e72549;d709d4cb-fb20-45c6-931b-4a670b7e661a;Несоответсвие привязки в ИМ;False
РДУ Саратовское;Саратовское РДУ;S18075;ТС;18075;4ae7bfe3-e56a-490c-9894-3aea5f328307;821f5889-6ddb-4bf2-879e-97d5444469d6;ОДУ Средней Волги;СарГЭС  ВЛ ГЭС-Кубра  Работа через [1вык.=1, через 2вык.=0];ТС;18641;f3a76995-a948-4051-a2e1-176df6f0915e;25572324-973c-41bc-967c-97bfd0925ce4;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;ОДУ Средней Волги;Нижегородская ГЭС Предварит.централизованный;ТС;17410;3e226044-4506-4b71-bd03-51fe05fe2487;5059f975-4332-479c-8811-c839a5995dad;Нижегородское РДУ;S40231;ТС;40231;1e7400da-bfb8-472f-b284-cbebf12ea7da;fa0296f5-8fb7-4223-b6d1-3d02aa5f71f1;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;ОДУ Средней Волги;Нижегородская ГЭС Централизованный;ТС;17405;f903b4e7-8ea4-4f98-a27a-8514c79672c1;28dfc93c-5375-46c8-be9e-defec0f8321c;Нижегородское РДУ;S40230;ТС;40230;48d1c323-e563-4634-b728-9f8e57194283;bca30a02-a1de-4511-aabf-a08af605dfda;Несоответсвие привязки в ИМ;False
Грп УПАСК;Саратовское РДУ;S3395;ТС;3395;474efdd7-d094-4378-85c9-b9ac41b9634c;3e26d184-9cf9-472f-b9ce-bb0b6d658dc3;ОДУ Средней Волги;СарГЭС неиспр.УПК-Ц-424 БАЭС-СарГЭС;ТС;3482;80be5123-6a85-494a-bb21-6c3ee5f6ebec;36535dc7-8206-4ced-b4c3-4ca50f8f4c09;Несоответсвие привязки в ИМ;False
Грп УПАСК;Саратовское РДУ;S3396;ТС;3396;c6d9d871-2cd7-4f1f-9869-956c512da2b7;36535dc7-8206-4ced-b4c3-4ca50f8f4c09;ОДУ Средней Волги;СарГЭС неиспр.УПК-Ц-360 БАЭС-СарГЭС;ТС;3483;570ec1c1-ceed-414b-9088-df28a2044e2d;3e26d184-9cf9-472f-b9ce-bb0b6d658dc3;Несоответсвие привязки в ИМ;False
ПС 500 кВ Помары;Нижегородское РДУ;S40630;ТС;40630;c62218d2-b784-49f2-94e6-3acd8d2a88ab;ddb61e85-489a-4159-b51f-05f682ffc6c8;ОДУ Средней Волги;УВК Помары неиспр. АНКА-420 ЧеГЭС-Помары;ТС;1569;b5b09d74-edd3-4965-89bb-b1071068998a;79026881-23b8-4466-a11b-831dec9b82f8;Несоответсвие привязки в ИМ;False
